requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
brdtab_9d11d1ef8139,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,"/doctorpay?section=Manual Payments — Bank transfer date, reference, amount and confirmer.","Manual Payments — Bank transfer date, reference, amount and confirmer.","Tab: Manual Payments — Bank transfer date, reference, amount and confirmer.","Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.","Manual Payments — Bank transfer date, reference, amount and confirmer.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdtab_0f5323ff73ed,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,"/doctorpay?section=Doctor Portal — Doctor-visible payslips, statements and payment status.","Doctor Portal — Doctor-visible payslips, statements and payment status.","Tab: Doctor Portal — Doctor-visible payslips, statements and payment status.","Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.","Doctor Portal — Doctor-visible payslips, statements and payment status.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdtab_c37f737450b5,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,"/doctorpay?section=Queries & Disputes — Doctor-submitted pay queries, evidence, finance response and resolution history.","Queries & Disputes — Doctor-submitted pay queries, evidence, finance response and resolution history.","Tab: Queries & Disputes — Doctor-submitted pay queries, evidence, finance response and resolution history.","Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.","Queries & Disputes — Doctor-submitted pay queries, evidence, finance response and resolution history.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdtab_9c52800db8e3,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,"/doctorpay?section=Payment Exceptions — Failed, returned, partial and replacement manual payment records.","Payment Exceptions — Failed, returned, partial and replacement manual payment records.","Tab: Payment Exceptions — Failed, returned, partial and replacement manual payment records.","Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.","Payment Exceptions — Failed, returned, partial and replacement manual payment records.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_576ccd35b5e8,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Import / Refresh Transactions,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Import / Refresh Transactions,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_d2a67908cc53,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Match Unassigned,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Match Unassigned,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_de7083e40af3,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Calculate Pay Run,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Calculate Pay Run,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_f09b2b18bc3d,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Add Adjustment,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Add Adjustment,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_709035adb424,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Exclude with Reason,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Exclude with Reason,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_82310894e637,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Reconcile,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Reconcile,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_cfb615ea7310,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Submit for Approval,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Submit for Approval,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_ecd4dd44a868,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Approve / Reject,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Approve / Reject,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_0c87b3ac46af,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Generate Payslips,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Generate Payslips,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_a309d197c971,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Preview,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Preview,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_8cdc3e8b67c0,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Email Payslips,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Email Payslips,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_7ce6c5e312f1,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Publish to Portal,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Publish to Portal,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_51f92f3a334b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Mark Bank Transfer Completed,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Mark Bank Transfer Completed,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_e17699e7c8be,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Reissue,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Reissue,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_eca201721021,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Lock Run,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Lock Run,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_ac77743426ea,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Record Failed / Returned Payment,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Record Failed / Returned Payment,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_cca4d0880891,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Record Partial Payment,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Record Partial Payment,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdbtn_7ca6b890d766,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Named action: Resolve Pay Dispute,"Manage doctor payment calculations from approved Best Practice/practice-system activity through contract rules, adjustments, reconciliation, approval, payslip generation, email delivery, storage, doctor portal publication and confirmation of the manual bank transfer.",Resolve Pay Dispute,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P6,docs/architecture/prototype-parity/,M04 people + finance review
brdflow_2dc24087f1e9,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Workflow: Full doctor pay run,Full doctor pay run,,"Finance user opens Pay Run, selects the payment cycle and cl > Transactions are matched to doctor and clinic; unmatched ite > User resolves unmatched items and clicks Calculate Pay Run. > The platform applies the effective contract rule, GST treatm > User opens Reconciliation, compares source totals, exclusion > User clicks Submit for Approval; the authorised approver rev > After approval, user clicks Generate Payslips, previews them > An authorised user completes the bank transfer outside the p > The user returns to Manual Payments, records transfer detail > When every doctor is resolved, the pay run is Locked.",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdflow_58e2621748c4,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Workflow: Add an adjustment,Add an adjustment,,"User opens a doctor in Adjustments and clicks Add Adjustment > A modal captures category, amount, GST treatment if relevant > The adjustment enters Pending Approval and recalculates the  > Approver reviews the adjustment in Action Inbox and approves > Approved adjustment appears on the reconciliation and paysli",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdflow_d40f9dc93d49,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Workflow: Reissue a payslip,Reissue a payslip,,"Finance user opens Payslips and selects the original documen > User clicks Reissue and chooses correction, recipient update > For a financial correction, the pay run must be reopened thr > A new version is generated with reissue reason and reference > The new payslip is emailed/published and the email log recor",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdflow_f55e9ef92fe7,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Workflow: Doctor self-service review,Doctor self-service review,,"Doctor opens Doctor Portal and sees recent pay cycles and st > Doctor selects a cycle to view payslip, transaction schedule > Doctor clicks Raise Query if clarification is needed and ent > The query creates a finance action linked to the exact pay r > Finance responds and the query history remains visible to th",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdflow_421955dc7714,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,Workflow: Doctor Bank Detail Change and Verification,Doctor Bank Detail Change and Verification,,"Doctor or authorised finance user clicks Request Bank Detail > New details are entered and remain Pending Verification; app > The approved verification procedure is completed and evidenc > Where required, a second authorised approver confirms or rej > The effective date is set and the doctor receives confirmati > Doctor Pay displays a warning for pay runs affected by the c > Previous details remain restricted in effective-dated histor",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Expanded,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdflow_651bba855539,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M08,Commercial,/doctorpay,,Doctor Pay Command Centre,"Workflow: Doctor Pay Dispute, Failed Transfer and Partial Payment","Doctor Pay Dispute, Failed Transfer and Partial Payment",,"Doctor selects a payslip or transaction and clicks Raise Pay > Doctor chooses a category such as missing activity, calculat > Finance accepts the query, reviews linked source information > If a financial correction is required, the authorised pay-ru > If a transfer failed or was returned, finance records the pa > For partial payment, the paid amount is recorded and the rem > Replacement payment details are recorded after the manual tr > Finance sends the outcome to the doctor and closes the dispu",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Expanded,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdrule_b6b35bb28062,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,Doctor contract rules and GST settings are effective-dated and sourced from the approved doctor profile.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdrule_bfb42fbd6892,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,"Unmatched, duplicate or excluded transactions must be resolved or explicitly approved before finalisation.",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdrule_905f64a56829,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,"Adjustments require type, amount, reason, evidence, creator and approver.",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdrule_828ead738c64,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,Payslips are generated only from the approved reconciled version.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdrule_3756a8ba3c3f,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,Email failure does not reverse approval; it creates a resend action.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdrule_5e766d9f87d4,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,"Marking paid requires manual transfer date, amount, payment reference and authorised confirmer.",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdrule_0897514800ed,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Business rule,Corrections and reissues create a new version and never erase the original.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P6,docs/architecture/prototype-parity/,
brdvis_397946a40ba7,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Visual requirement,Pay-run progress stepper: Imported → Calculated → Reconciled → Approved → Payslips Sent → Manual Payment Recorded → Locked.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdvis_d46ee6813642,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Visual requirement,"Doctor summary cards showing gross activity, exclusions, adjustments, rate, GST and amount payable.",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdvis_ac9c7de375eb,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Visual requirement,Unmatched transaction queue and reconciliation variance panel.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P6,docs/architecture/prototype-parity/,M04 people + finance review
brdvis_cbd5c2d34c9f,public/pulse-html-prototype.html,,brd,M08,Commercial,/doctorpay,,,Visual requirement,Payslip preview with email delivery status and stored version.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P6,docs/architecture/prototype-parity/,M04 people + finance review
